"","x"
"1",0.0137687721744442
"2",-0.010779310556245
"3",0.0339505587708118
"4",-0.0358340129641874
"5",-0.0313437821550906
"6",-0.0522116455522337
"7",0.0339505587708118
"8",-0.170251678942805
"9",0.00944014092965517
"10",-0.015107941801034
"11",0.0296219275260228
"12",-0.0401626442089764
"13",-0.0356724133998796
"14",-0.0565402767970227
"15",0.0296219275260228
"16",-0.174580310187594
"17",0.0295378614437141
"18",0.00498977871302486
"19",0.0497196480400817
"20",-0.0200649236949175
"21",-0.0155746928858207
"22",-0.0364425562829638
"23",0.0497196480400817
"24",-0.154482589673535
"25",0.0203910981645095
"26",-0.00415698456617974
"27",0.0405728847608771
"28",-0.0292116869741221
"29",-0.0247214561650253
"30",-0.0455893195621684
"31",0.0405728847608771
"32",-0.163629352952739
"33",-0.0200821090656973
"34",-0.044630191797296
"35",9.96775306703057e-05
"36",-0.0696848942043289
"37",-0.0651946633961416
"38",-0.0860625267923751
"39",9.96775306703057e-05
"40",-0.204102560182946
"41",0.0278349489772154
"42",0.00328686624652619
"43",0.048016735573583
"44",-0.0217678361614162
"45",-0.0172776053523194
"46",-0.0381454687494625
"47",0.048016735573583
"48",-0.156185502140033
"49",0.0222673043017494
"50",-0.00228077842984931
"51",0.042449090898117
"52",-0.0273354808368822
"53",-0.0228452500286949
"54",-0.0437131134249285
"55",0.042449090898117
"56",-0.161753146815499
"57",0.0291840826903353
"58",0.00463599995873665
"59",0.0493658692867029
"60",-0.0204187024482962
"61",-0.0159284716401089
"62",-0.0367963350363425
"63",0.0493658692867029
"64",-0.154836368426913
"65",-0.000346491361597145
"66",-0.0248945740922863
"67",0.0198352952347705
"68",-0.0499492765002287
"69",-0.0454590456911319
"70",-0.066326909088275
"71",0.0198352952347705
"72",-0.184366942478846
"73",-0.0215305564979644
"74",-0.0460786392295631
"75",-0.00134876990159682
"76",-0.071133341636596
"77",-0.0666431108284087
"78",-0.0875109742246423
"79",-0.00134876990159682
"80",-0.205551007615213
"81",0.00201620690586424
"82",-0.022531875824825
"83",0.0221979935022318
"84",-0.0475865782327674
"85",-0.0430963474236705
"86",-0.0639642108208136
"87",0.0221979935022318
"88",-0.182004244211385
"89",0.00530261445601354
"90",-0.0192454682746757
"91",0.0254844010523811
"92",-0.044300170682618
"93",-0.0398099398735212
"94",-0.0606778032706643
"95",0.0254844010523811
"96",-0.178717836661235
"97",-0.0192896187545557
"98",-0.0438377014852449
"99",0.000892167841811897
"100",-0.0688924038931873
"101",-0.0644021730840905
"102",-0.0852700364812335
"103",0.000892167841811897
"104",-0.203310069871804
"105",-0.0352263382328601
"106",-0.0597744209644588
"107",-0.0150445516364925
"108",-0.0848291233714917
"109",-0.0803388925633044
"110",-0.101206755959538
"111",-0.0150445516364925
"112",-0.219246789350109
"113",-0.0318514470300215
"114",-0.0563995297607107
"115",-0.0116696604336539
"116",-0.0814542321686531
"117",-0.0769640013595563
"118",-0.0978318647566994
"119",-0.0116696604336539
"120",-0.21587189814727
"121",0.012238088608683
"122",-0.0123099941220062
"123",0.0324198752050506
"124",-0.0373646965299486
"125",-0.0328744657208517
"126",-0.0537423291179948
"127",0.0324198752050506
"128",-0.171782362508566
"129",-0.010809167680236
"130",-0.0353572504118347
"131",0.00937261891613161
"132",-0.0604119528188676
"133",-0.0559217220106802
"134",-0.0767895854069138
"135",0.00937261891613161
"136",-0.194829618797485
"137",-0.0225549766164477
"138",-0.0471030593480464
"139",-0.00237319002008007
"140",-0.0721577617550793
"141",-0.0676675309468919
"142",-0.0885353943431255
"143",-0.00237319002008007
"144",-0.206575427733696
"145",-0.00905230140233471
"146",-0.0336003841330239
"147",0.0111294851940329
"148",-0.0586550865409663
"149",-0.0541648557318695
"150",-0.0750327191290125
"151",0.0111294851940329
"152",-0.193072752519583
"153",0.000513581698214693
"154",-0.0240345010324745
"155",0.0206953682945823
"156",-0.0490892034404169
"157",-0.0445989726313201
"158",-0.0654668360284631
"159",0.0206953682945823
"160",-0.183506869419034
"161",0.0192640649502209
"162",-0.00528401778137777
"163",0.0394458515465885
"164",-0.0303387201884107
"165",-0.0258484893802233
"166",-0.0467163527764569
"167",0.0394458515465885
"168",-0.164756386167028
"169",0.0151183872221736
"170",-0.00942969550851558
"171",0.0353001738185412
"172",-0.034484397916458
"173",-0.0299941671073611
"174",-0.0508620305045042
"175",0.0353001738185412
"176",-0.168902063895075
"177",0.000584521294513252
"178",-0.023963561436176
"179",0.0207663078908809
"180",-0.0490182638441183
"181",-0.0445280330350215
"182",-0.0653958964321646
"183",0.0207663078908809
"184",-0.183435929822735
"185",0.0110207843345052
"186",-0.0135272983970935
"187",0.0312025709308728
"188",-0.0385820008041264
"189",-0.0340917699959391
"190",-0.0549596333921727
"191",0.0312025709308728
"192",-0.172999666782744
"193",0.00746973373679793
"194",-0.0170783489948008
"195",0.0276515203331655
"196",-0.0421330514018337
"197",-0.0376428205936463
"198",-0.0585106839898799
"199",0.0276515203331655
"200",-0.176550717380451
"201",0.0140064884772073
"202",-0.0105415942543914
"203",0.0341882750735749
"204",-0.0355962966614243
"205",-0.0311060658532369
"206",-0.0519739292494705
"207",0.0341882750735749
"208",-0.170013962640041
"209",-0.0381393902489435
"210",-0.0626874729796327
"211",-0.0179576036525759
"212",-0.0877421753875751
"213",-0.0832519445784783
"214",-0.104119807975621
"215",-0.0179576036525759
"216",-0.222159841366192
"217",0.00893918183192
"218",-0.0156089008987692
"219",0.0291209684282876
"220",-0.0406636033067116
"221",-0.0361733724976148
"222",-0.0570412358947578
"223",0.0291209684282876
"224",-0.175081269285329
"225",0.00651955104513036
"226",-0.0180285316864683
"227",0.026701337641498
"228",-0.0430832340935012
"229",-0.0385930032853139
"230",-0.0594608666815475
"231",0.026701337641498
"232",-0.177500900072118
"233",0.00868377142614918
"234",-0.0158643113054495
"235",0.0288655580225168
"236",-0.0409190137124824
"237",-0.0364287829042951
"238",-0.0572966463005287
"239",0.0288655580225168
"240",-0.1753366796911
"241",-0.00245444416486862
"242",-0.0270025268955578
"243",0.017727342431499
"244",-0.0520572293035002
"245",-0.0475669984944034
"246",-0.0684348618915465
"247",0.017727342431499
"248",-0.186474895282117
"249",-0.00716207932146062
"250",-0.0317101620530593
"251",0.013019707274907
"252",-0.0567648644600922
"253",-0.0522746336519049
"254",-0.0731424970481385
"255",0.013019707274907
"256",-0.191182530438709
"257",0.0483977323956424
"258",0.0238496496649532
"259",0.06857951899201
"260",-0.00120505274298921
"261",0.00328517806610762
"262",-0.0175826853310355
"263",0.06857951899201
"264",-0.135622718721606
"265",0.0448066354938419
"266",0.0202585527631527
"267",0.0649884220902095
"268",-0.00479614964478969
"269",-0.000305918835692864
"270",-0.0211737822328359
"271",0.0649884220902095
"272",-0.139213815623407
"273",0.0547171631224046
"274",0.0301690803908059
"275",0.0748989497187722
"276",0.00511437798377301
"277",0.00960460879196035
"278",-0.0112632546042732
"279",0.0748989497187722
"280",-0.129303287994844
"281",-0.0100362962775762
"282",-0.0345843790091749
"283",0.0101454903187914
"284",-0.0596390814162078
"285",-0.0551488506080204
"286",-0.076016714004254
"287",0.0101454903187914
"288",-0.194056747394825
"289",-0.00728371091099689
"290",-0.0318317936416861
"291",0.0128980756853707
"292",-0.0568864960496285
"293",-0.0523962652405316
"294",-0.0732641286376747
"295",0.0128980756853707
"296",-0.191304162028246
"297",0.0189446949807461
"298",-0.00560338774994307
"299",0.0391264815771137
"300",-0.0306580901578855
"301",-0.0261678593487886
"302",-0.0470357227459317
"303",0.0391264815771137
"304",-0.165075756136503
"305",-0.0122613154453575
"306",-0.0368093981769562
"307",0.00792047115101013
"308",-0.0618641005839891
"309",-0.0573738697758017
"310",-0.0782417331720353
"311",0.00792047115101013
"312",-0.196281766562606
"313",-0.0304015521660403
"314",-0.0549496348967295
"315",-0.0102197655696727
"316",-0.0800043373046719
"317",-0.0755141064955751
"318",-0.0963819698927182
"319",-0.0102197655696727
