Id,WnvPresent
1,0.413768772174
2,0.389220689444
3,0.433950558771
4,0.364165987036
5,0.368656217845
6,0.347788354448
7,0.433950558771
8,0.229748321057
9,0.40944014093
10,0.384892058199
11,0.429621927526
12,0.359837355791
13,0.3643275866
14,0.343459723203
15,0.429621927526
16,0.225419689812
17,0.429537861444
18,0.404989778713
19,0.44971964804
20,0.379935076305
21,0.384425307114
22,0.363557443717
23,0.44971964804
24,0.245517410326
25,0.420391098165
26,0.395843015434
27,0.440572884761
28,0.370788313026
29,0.375278543835
30,0.354410680438
31,0.440572884761
32,0.236370647047
33,0.379917890934
34,0.355369808203
35,0.400099677531
36,0.330315105796
37,0.334805336604
38,0.313937473208
39,0.400099677531
40,0.195897439817
41,0.427834948977
42,0.403286866247
43,0.448016735574
44,0.378232163839
45,0.382722394648
46,0.361854531251
47,0.448016735574
48,0.24381449786
49,0.422267304302
50,0.39771922157
51,0.442449090898
52,0.372664519163
53,0.377154749971
54,0.356286886575
55,0.442449090898
56,0.238246853185
57,0.42918408269
58,0.404635999959
59,0.449365869287
60,0.379581297552
61,0.38407152836
62,0.363203664964
63,0.449365869287
64,0.245163631573
65,0.399653508638
66,0.375105425908
67,0.419835295235
68,0.3500507235
69,0.354540954309
70,0.333673090912
71,0.419835295235
72,0.215633057521
73,0.378469443502
74,0.35392136077
75,0.398651230098
76,0.328866658363
77,0.333356889172
78,0.312489025775
79,0.398651230098
80,0.194448992385
81,0.402016206906
82,0.377468124175
83,0.422197993502
84,0.352413421767
85,0.356903652576
86,0.336035789179
87,0.422197993502
88,0.217995755789
89,0.405302614456
90,0.380754531725
91,0.425484401052
92,0.355699829317
93,0.360190060126
94,0.339322196729
95,0.425484401052
96,0.221282163339
97,0.380710381245
98,0.356162298515
99,0.400892167842
100,0.331107596107
101,0.335597826916
102,0.314729963519
103,0.400892167842
104,0.196689930128
105,0.364773661767
106,0.340225579036
107,0.384955448364
108,0.315170876629
109,0.319661107437
110,0.29879324404
111,0.384955448364
112,0.18075321065
113,0.36814855297
114,0.343600470239
115,0.388330339566
116,0.318545767831
117,0.32303599864
118,0.302168135243
119,0.388330339566
120,0.184128101853
121,0.412238088609
122,0.387690005878
123,0.432419875205
124,0.36263530347
125,0.367125534279
126,0.346257670882
127,0.432419875205
128,0.228217637491
129,0.38919083232
130,0.364642749588
131,0.409372618916
132,0.339588047181
133,0.344078277989
134,0.323210414593
135,0.409372618916
136,0.205170381203
137,0.377445023384
138,0.352896940652
139,0.39762680998
140,0.327842238245
141,0.332332469053
142,0.311464605657
143,0.39762680998
144,0.193424572266
145,0.390947698598
146,0.366399615867
147,0.411129485194
148,0.341344913459
149,0.345835144268
150,0.324967280871
151,0.411129485194
152,0.20692724748
153,0.400513581698
154,0.375965498968
155,0.420695368295
156,0.35091079656
157,0.355401027369
158,0.334533163972
159,0.420695368295
160,0.216493130581
161,0.41926406495
162,0.394715982219
163,0.439445851547
164,0.369661279812
165,0.37415151062
166,0.353283647224
167,0.439445851547
168,0.235243613833
169,0.415118387222
170,0.390570304491
171,0.435300173819
172,0.365515602084
173,0.370005832893
174,0.349137969495
175,0.435300173819
176,0.231097936105
177,0.400584521295
178,0.376036438564
179,0.420766307891
180,0.350981736156
181,0.355471966965
182,0.334604103568
183,0.420766307891
184,0.216564070177
185,0.411020784335
186,0.386472701603
187,0.431202570931
188,0.361417999196
189,0.365908230004
190,0.345040366608
191,0.431202570931
192,0.227000333217
193,0.407469733737
194,0.382921651005
195,0.427651520333
196,0.357866948598
197,0.362357179406
198,0.34148931601
199,0.427651520333
200,0.22344928262
201,0.414006488477
202,0.389458405746
203,0.434188275074
204,0.364403703339
205,0.368893934147
206,0.348026070751
207,0.434188275074
208,0.22998603736
209,0.361860609751
210,0.33731252702
211,0.382042396347
212,0.312257824612
213,0.316748055422
214,0.295880192024
215,0.382042396347
216,0.177840158634
217,0.408939181832
218,0.384391099101
219,0.429120968428
220,0.359336396693
221,0.363826627502
222,0.342958764105
223,0.429120968428
224,0.224918730715
225,0.406519551045
226,0.381971468314
227,0.426701337641
228,0.356916765906
229,0.361406996715
230,0.340539133318
231,0.426701337641
232,0.222499099928
233,0.408683771426
234,0.384135688695
235,0.428865558023
236,0.359080986288
237,0.363571217096
238,0.342703353699
239,0.428865558023
240,0.224663320309
241,0.397545555835
242,0.372997473104
243,0.417727342431
244,0.347942770696
245,0.352433001506
246,0.331565138108
247,0.417727342431
248,0.213525104718
249,0.392837920679
250,0.368289837947
251,0.413019707275
252,0.34323513554
253,0.347725366348
254,0.326857502952
255,0.413019707275
256,0.208817469561
257,0.448397732396
258,0.423849649665
259,0.468579518992
260,0.398794947257
261,0.403285178066
262,0.382417314669
263,0.468579518992
264,0.264377281278
265,0.444806635494
266,0.420258552763
267,0.46498842209
268,0.395203850355
269,0.399694081164
270,0.378826217767
271,0.46498842209
272,0.260786184377
273,0.454717163122
274,0.430169080391
275,0.474898949719
276,0.405114377984
277,0.409604608792
278,0.388736745396
279,0.474898949719
280,0.270696712005
281,0.389963703722
282,0.365415620991
283,0.410145490319
284,0.340360918584
285,0.344851149392
286,0.323983285996
287,0.410145490319
288,0.205943252605
289,0.392716289089
290,0.368168206358
291,0.412898075685
292,0.34311350395
293,0.347603734759
294,0.326735871362
295,0.412898075685
296,0.208695837972
297,0.418944694981
298,0.39439661225
299,0.439126481577
300,0.369341909842
301,0.373832140651
302,0.352964277254
303,0.439126481577
304,0.234924243863
305,0.387738684555
306,0.363190601823
307,0.407920471151
308,0.338135899416
309,0.342626130224
310,0.321758266828
311,0.407920471151
312,0.203718233437
313,0.369598447834
314,0.345050365103
315,0.38978023443
316,0.319995662695
317,0.324485893504
318,0.303618030107
319,0.38978023443
320,0.185577996717
321,0.409140138712
322,0.38459205598
323,0.429321925308
324,0.359537353573
325,0.364027584381
326,0.343159720985
327,0.429321925308
328,0.225119687594
329,0.412434381561
330,0.38788629883
331,0.432616168157
332,0.362831596422
333,0.367321827231
334,0.346453963834
335,0.432616168157
336,0.228413930443
337,0.427128093064
338,0.402580010333
339,0.44730987966
340,0.377525307925
341,0.382015538734
342,0.361147675337
343,0.44730987966
344,0.243107641947
345,0.398574441669
346,0.374026358937
347,0.418756228265
348,0.34897165653
349,0.353461887339
350,0.332594023942
351,0.418756228265
352,0.214553990552
353,0.410030344113
354,0.385482261382
355,0.43021213071
356,0.360427558975
357,0.364917789783
358,0.344049926386
359,0.43021213071
360,0.226009892996
361,0.374011076098
362,0.349462993367
363,0.394192862694
364,0.324408290959
365,0.328898521768
366,0.308030658371
367,0.394192862694
368,0.18999062498
369,0.372676787715
370,0.348128704984
371,0.392858574311
372,0.323074002576
373,0.327564233385
374,0.306696369988
375,0.392858574311
376,0.188656336598
377,0.371695401125
378,0.347147318394
379,0.391877187721
380,0.322092615986
381,0.326582846795
382,0.305714983398
383,0.391877187721
384,0.187674950008
385,0.370974519648
386,0.346426436917
387,0.391156306244
388,0.321371734509
389,0.325861965318
390,0.304994101921
391,0.391156306244
392,0.186954068531
393,0.383097785364
394,0.358549702633
395,0.403279571961
396,0.333495000226
397,0.337985231034
398,0.317117367638
399,0.403279571961
400,0.199077334247
401,0.364508984322
402,0.339960901591
403,0.384690770919
404,0.314906199184
405,0.319396429993
406,0.298528566596
407,0.384690770919
408,0.180488533205
409,0.380079917271
410,0.35553183454
