"Id","WnvPresent"
1,0.0548853619616047
2,0.0183415728245589
3,0.0876738327142938
4,0.0148011321777731
5,0.00809529288304278
6,0.032004004721139
7,0.0358720353622464
8,0.0351388496869774
9,0.0548853619616047
10,0.0183415728245589
11,0.0876738327142938
12,0.0148011321777731
13,0.00809529288304278
14,0.032004004721139
15,0.0358720353622464
16,0.0351388496869774
17,0.0548853619616047
18,0.0183415728245589
19,0.0876738327142938
20,0.0148011321777731
21,0.00809529288304278
22,0.032004004721139
23,0.0358720353622464
24,0.0351388496869774
25,0.0548853619616047
26,0.0183415728245589
27,0.0876738327142938
28,0.0148011321777731
29,0.00809529288304278
30,0.032004004721139
31,0.0358720353622464
32,0.0351388496869774
33,0.0548853619616047
34,0.0183415728245589
35,0.0876738327142938
36,0.0148011321777731
37,0.00809529288304278
38,0.032004004721139
39,0.0358720353622464
40,0.0351388496869774
41,0.0548853619616047
42,0.0183415728245589
43,0.0876738327142938
44,0.0148011321777731
45,0.00809529288304278
46,0.032004004721139
47,0.0358720353622464
48,0.0351388496869774
49,0.0548853619616047
50,0.0183415728245589
51,0.0876738327142938
52,0.0148011321777731
53,0.00809529288304278
54,0.032004004721139
55,0.0358720353622464
56,0.0351388496869774
57,0.0548853619616047
58,0.0183415728245589
59,0.0876738327142938
60,0.0148011321777731
61,0.00809529288304278
62,0.032004004721139
63,0.0358720353622464
64,0.0351388496869774
65,0.0548853619616047
66,0.0183415728245589
67,0.0876738327142938
68,0.0148011321777731
69,0.00809529288304278
70,0.032004004721139
71,0.0358720353622464
72,0.0351388496869774
73,0.0548853619616047
74,0.0183415728245589
75,0.0876738327142938
76,0.0148011321777731
77,0.00809529288304278
78,0.032004004721139
79,0.0358720353622464
80,0.0351388496869774
81,0.0548853619616047
82,0.0183415728245589
83,0.0876738327142938
84,0.0148011321777731
85,0.00809529288304278
86,0.032004004721139
87,0.0358720353622464
88,0.0351388496869774
89,0.0548853619616047
90,0.0183415728245589
91,0.0876738327142938
92,0.0148011321777731
93,0.00809529288304278
94,0.032004004721139
95,0.0358720353622464
96,0.0351388496869774
97,0.0548853619616047
98,0.0183415728245589
99,0.0876738327142938
100,0.0148011321777731
101,0.00809529288304278
102,0.032004004721139
103,0.0358720353622464
104,0.0351388496869774
105,0.0548853619616047
106,0.0183415728245589
107,0.0876738327142938
108,0.0148011321777731
109,0.00809529288304278
110,0.032004004721139
111,0.0358720353622464
112,0.0351388496869774
113,0.0548853619616047
114,0.0183415728245589
115,0.0876738327142938
116,0.0148011321777731
117,0.00809529288304278
118,0.032004004721139
119,0.0358720353622464
120,0.0351388496869774
121,0.0548853619616047
122,0.0183415728245589
123,0.0876738327142938
124,0.0148011321777731
125,0.00809529288304278
126,0.032004004721139
127,0.0358720353622464
128,0.0351388496869774
129,0.0548853619616047
130,0.0183415728245589
131,0.0876738327142938
132,0.0148011321777731
133,0.00809529288304278
134,0.032004004721139
135,0.0358720353622464
136,0.0351388496869774
137,0.0548853619616047
138,0.0183415728245589
139,0.0876738327142938
140,0.0148011321777731
141,0.00809529288304278
142,0.032004004721139
143,0.0358720353622464
144,0.0351388496869774
145,0.0548853619616047
146,0.0183415728245589
147,0.0876738327142938
148,0.0148011321777731
149,0.00809529288304278
150,0.032004004721139
