"Id","WnvPresent"
1,0.0358334238575606
2,0.00340858771775084
3,0
4,0.0127412713071363
5,0.0130399654439756
6,0.0111568275750978
7,0.0562645548903916
8,0.0346155975168467
9,0.0660213170377724
10,0.0335964744282471
11,0.0278353301534825
12,0.0429291209919945
13,0.0432279315797041
14,0.0413447336298871
15,0.0336441271414194
16,0.0119951848705096
17,0.0434008685291154
18,0.0109760547156604
19,0.00521491082230087
20,0.0203086770927275
21,0.0206074337686515
22,0.018724270877893
23,0.0435908842314701
24,0.0219419631946394
25,0.0533475940839435
26,0.0209227336768981
27,0.0151616236605557
28,0.0302554421523638
29,0.0305541233663306
30,0.0286709881026843
31,0.0313933715187302
32,0.00974445014287249
33,0.0411500782587158
34,0.00872523016197991
35,0.00296411057720104
36,0.0180579323450734
37,0.0183566110211259
38,0.0164734790977405
39,0.0315321403864427
40,0.00988319824263839
41,0.0412888812472797
42,0.00886407787550077
43,0.00310292586775055
44,0.0181966931229528
45,0.0184954200689958
46,0.0166122763675876
47,0.0423226872591367
48,0.0206737302851142
49,0.0520794447763498
50,0.019654618299788
51,0.013893466290816
52,0.0289872430289135
53,0.0292860494778431
54,0.0274028596032523
55,0.0309622319048984
56,0.00931329305699213
57,0.0407189678764446
58,0.00829415140148059
59,0.00253300565437799
60,0.017626780689276
61,0.0179254907896281
62,0.0160423535516254
63,0.0285470364726642
64,0.00689810791608464
65,0.0383037513970037
66,0.00587892279595903
67,0.000117796982079702
68,0.0152116068115238
69,0.0155102757718472
70,0.0136271531696434
71,0.0313595361977801
72,0.00971061007722979
73,0.0411162495046106
74,0.00869140679711373
75,0.00293028387160843
76,0.0180240962123215
77,0.0183227846800383
78,0.0164396494600261
79,0.0579306510958011
80,0.036281703561327
81,0.067687400287051
82,0.0352625574671893
83,0.0295014187228061
84,0.0445952136389252
85,0.0448939408100719
86,0.0430107892143134
87,0.0687367934745416
88,0.0470878562087224
89,0.0784935292054552
90,0.0460686702680659
91,0.0403075416076958
92,0.0554013695142205
93,0.0557000147675265
94,0.0538168933166414
95,0.0361606118521424
96,0.0145116813109422
97,0.0459173343485871
98,0.0134924954635739
99,0.00773136934223505
100,0.0228251696623598
101,0.0231238495817058
102,0.0212407227528221
103,0.0584158022209282
104,0.0367668757744562
105,0.0681725147422559
106,0.0357476575413186
107,0.0299865481140815
108,0.0450803583480878
109,0.0453789866495904
110,0.0434958833683826
111,0.059339463575589
112,0.0376905264678504
113,0.0690961968216724
114,0.0366713498897017
115,0.0309102224958154
116,0.0460040190897494
117,0.0463026665517171
118,0.0444195583640288
119,0.0341447759718217
120,0.0124958522549067
121,0.0439014866001034
122,0.0114766421132414
123,0.00571552578336672
124,0.0208093600632938
125,0.0211080294555546
126,0.0192248907457225
127,0.0488451056603246
128,0.027196196035385
129,0.058601807365114
130,0.0261769221916698
131,0.0204158370497678
132,0.0355096279362446
133,0.0358082170671138
134,0.0339251292087865
135,0.028980906824479
136,0.00733199447624134
137,0.0387376118449839
138,0.00631274369418382
139,0.000551645642144425
140,0.0156454307948138
141,0.0159440061784796
142,0.0140609341075425
143,0.0323217562664344
144,0.0106728332890317
145,0.0420784613815545
146,0.00965362912747341
147,0.00389252381096067
148,0.0189863637387455
149,0.0192850080734599
150,0.0174018826378884
151,0.0335738277548329
152,0.0119248859666175
153,0.0433305683933897
154,0.0109057550445895
155,0.00514461229581117
156,0.0202383779615774
157,0.0205371258590686
158,0.0186539680937147
159,0.0368575547188506
160,0.0152086334648679
161,0.0466142607498033
162,0.0141894141816146
163,0.00842830511761889
164,0.0235221401788567
165,0.0238207788917944
166,0.0219376580719839
167,0.0331227327700451
168,0.0114738118265398
169,0.042879433296414
170,0.0104545978775887
171,0.0046934894823063
172,0.0197873044436711
173,0.0200859252748899
174,0.0182028249386136
175,0.0523353690327303
176,0.0306864226311535
177,0.0620921137291728
178,0.0296672915969493
179,0.0239061475395103
180,0.0389999590801918
181,0.0392986512530374
182,0.0374155186224386
183,0.0510706283188901
184,0.0294216754167596
185,0.0608273847081328
186,0.0284025450118275
187,0.022641404493821
188,0.0377351771081924
189,0.0380339501557852
190,0.0361507764628851
191,0.0451146937228337
192,0.0234657733738999
193,0.054871405813417
194,0.0224465582421205
195,0.0166854394826996
196,0.031779226241779
197,0.0320778057501986
198,0.030194735408218
199,0.035319815971718
200,0.013670868700863
201,0.0450765626556448
202,0.012651751172522
203,0.00689060114132859
204,0.0219843634907153
205,0.0222831130153797
206,0.0203999574068446
207,0.0413171689870314
208,0.0196682161706943
209,0.0510739229121497
210,0.0186490972449314
211,0.0128879499999697
212,0.0279817195265131
213,0.0282805204481821
214,0.0263973335012489
215,0.0422321682663934
216,0.0205832184859301
217,0.0519889197700086
218,0.0195640921410846
219,0.0138029459056668
220,0.0288967102672164
221,0.0291954641362224
222,0.0273123046988656
223,0.0211195254975239
224,0
225,0.0308762523281355
226,0
227,0
228,0.00778408445939745
229,0.00808281143789205
230,0.00619966189371263
231,0.0293762264325442
232,0.00772728688624977
233,0.039132964586675
234,0.00670815680912129
235,0.000947009841106344
236,0.0160407734534873
237,0.0163395142468465
238,0.0144563601179161
239,0.0303303698879445
240,0.0303303698879445
241,0.00868144758095657
242,0.0400870773188433
243,0.00766223259910495
244,0.00190110951024228
245,0.016994923742351
246,0.0172935937673728
247,0.0154104675365147
248,0.0409628941133525
249,0.0193139585688495
250,0.0507196181226418
251,0.0182947884713229
252,0.0125336530333418
253,0.0276274150514855
254,0.0279259937001693
255,0.0260429328542632
256,0.0622491530846495
257,0.0406002137708487
258,0.0720058877277289
259,0.039581049358918
260,0.0338199199573174
261,0.0489137190674796
262,0.049212322718568
263,0.0473292403080716
264,0.0434880953281977
265,0.0218391458896588
266,0.0532448458266204
267,0.0208200183592342
268,0.0150588733742428
269,0.0301526476221236
270,0.0304513869631957
271,0.0285682347246813
272,0.0338455612132711
273,0.0121966165512938
274,0.0436023056594966
275,0.0111774942403018
276,0.00541634652801599
277,0.0205101074314598
278,0.0208088676560254
279,0.0189257042691818
280,0.0628009722350771
281,0.0411520377746713
282,0.0725576985950611
283,0.0401328481638935
284,0.0343717198429551
285,0.0494654941090961
286,0.0497640925042822
287,0.0478810160418698
288,0.0643300449924365
289,0.04268111146917
290,0.0740867734569634
291,0.0416619135879183
292,0.035900790244212
293,0.0509945970626463
294,0.0512932422454772
295,0.0494101323863852
296,0.0948101150790146
297,0.073161212459882
298,0.104566798024886
299,0.0721419239415143
300,0.0663808367446347
301,0.081474678767913
302,0.0817732991011678
303,0.0798901960500469
304,0.0802778654536772
305,0.0586289354048289
306,0.090034594070438
307,0.0576097263705419
308,0.0518486132249804
309,0.0669424372509838
310,0.0672411466155439
311,0.0653579950445546
312,0.0469319419368334
313,0.0252829789614797
314,0.0566887047827254
315,0.0242638658022011
316,0.0185027203478365
317,0.0335965150116649
318,0.0338954111172418
319,0.0320121644122477
320,0.046931941936678
321,0.0252829789613243
322,0.0566887047825698
323,0.0242638658020456
324,0.018502720347681
325,0.0335965150115093
326,0.0338954111170863
327,0.0320121644120923
328,0.046931941936678
329,0.0252829789613243
330,0.0566887047825698
331,0.0242638658020456
332,0.018502720347681
333,0.0335965150115093
334,0.0338954111170863
335,0.0320121644120923
336,0.046931941936678
337,0.0252829789613243
338,0.0566887047825698
